"","Sample","Target","CopiesPeruL","DyeNames","PoissonConfMax","PoissonConfMin","Accepted.Droplets","Positives","Negatives","Site","Date","Location"
"17645","COR-Inf-1-10-21-A","N2",1.43057692050934,"FAM/HEX",2.25627470016479,0.836318612098694,13166,16,13150,"COR-Inf",01/10/21,"Corvallis"
"17646","COR-Inf-1-10-21-A","RP",0.715071022510529,"HEX",1.33923625946045,0.323694586753845,13166,8,13158,"COR-Inf",01/10/21,"Corvallis"
"17731","COR-Inf-1-14-21-A","N1",0.417944014072418,"FAM",0.908381640911102,0.146932199597359,14077,5,14072,"COR-Inf",01/14/21,"Corvallis"
"17732","COR-Inf-1-14-21-A","N2",0.33434334397316,"FAM/HEX",0.788450062274933,0.100878089666367,14077,4,14073,"COR-Inf",01/14/21,"Corvallis"
"17733","COR-Inf-1-14-21-A","RP",0.250748574733734,"HEX",0.664684295654297,0.0595061630010605,14077,3,14074,"COR-Inf",01/14/21,"Corvallis"
"17734","COR-Inf-1-14-21-A","N1",0.419434070587158,"FAM",0.911620855331421,0.147455975413322,14027,5,14022,"COR-Inf",01/14/21,"Corvallis"
"17735","COR-Inf-1-14-21-A","N2",0.503338813781738,"FAM/HEX",1.02905440330505,0.197115376591682,14027,6,14021,"COR-Inf",01/14/21,"Corvallis"
"17736","COR-Inf-1-14-21-A","RP",0.335535287857056,"HEX",0.791261494159698,0.101237691938877,14027,4,14023,"COR-Inf",01/14/21,"Corvallis"
"17971","COR-Inf-1-13-21-A","N1",0.555369317531586,"FAM",1.08178412914276,0.235920593142509,14832,7,14825,"COR-Inf",01/13/21,"Corvallis"
"17972","COR-Inf-1-13-21-A","N2",0.714094460010529,"FAM/HEX",1.29394066333771,0.340489655733109,14832,9,14823,"COR-Inf",01/13/21,"Corvallis"
"17973","COR-Inf-1-13-21-A","RP",0.317321807146072,"HEX",0.748302459716797,0.0957428365945816,14832,4,14828,"COR-Inf",01/13/21,"Corvallis"
"17974","COR-Inf-1-13-21-A","N1",0.646190524101257,"FAM",1.21020090579987,0.292518794536591,14569,8,14561,"COR-Inf",01/13/21,"Corvallis"
"17975","COR-Inf-1-13-21-A","N2",0.646190524101257,"FAM/HEX",1.21020090579987,0.292518794536591,14569,8,14561,"COR-Inf",01/13/21,"Corvallis"
"17976","COR-Inf-1-13-21-A","RP",0.484609633684158,"HEX",0.990755140781403,0.18978163599968,14569,6,14563,"COR-Inf",01/13/21,"Corvallis"
"18151","COR-Inf-1-18-21-A","N1",0.966011822223663,"FAM",1.66124057769775,0.498714298009872,13402,11,13391,"COR-Inf",01/18/21,"Corvallis"
"18152","COR-Inf-1-18-21-A","N2",1.22960722446442,"FAM/HEX",1.99665451049805,0.690002799034119,13402,14,13388,"COR-Inf",01/18/21,"Corvallis"
"18153","COR-Inf-1-18-21-A","RP",0.878159761428833,"HEX",1.54723048210144,0.437153816223145,13402,10,13392,"COR-Inf",01/18/21,"Corvallis"
"18154","COR-Inf-1-18-21-A","N1",0.555331885814667,"FAM",1.135378241539,0.217473745346069,12714,6,12708,"COR-Inf",01/18/21,"Corvallis"
"18155","COR-Inf-1-18-21-A","N2",0.740500807762146,"FAM/HEX",1.38687598705292,0.335203975439072,12714,8,12706,"COR-Inf",01/18/21,"Corvallis"
"18156","COR-Inf-1-18-21-A","RP",0.555331885814667,"HEX",1.135378241539,0.217473745346069,12714,6,12708,"COR-Inf",01/18/21,"Corvallis"
"18187","COR-Inf-1-19-21-A","N1",2.32808399200439,"FAM",3.25052785873413,1.59957444667816,15681,31,15650,"COR-Inf",01/19/21,"Corvallis"
"18188","COR-Inf-1-19-21-A","N2",2.17774605751038,"FAM/HEX",3.07344317436218,1.47599649429321,15681,29,15652,"COR-Inf",01/19/21,"Corvallis"
"18189","COR-Inf-1-19-21-A","RP",2.32808399200439,"HEX",3.25052785873413,1.59957444667816,15681,31,15650,"COR-Inf",01/19/21,"Corvallis"
"18190","COR-Inf-1-19-21-A","N1",1.70833134651184,"FAM",2.62939119338989,1.03276944160461,12405,18,12387,"COR-Inf",01/19/21,"Corvallis"
"18191","COR-Inf-1-19-21-A","N2",1.99329447746277,"FAM/HEX",2.97723317146301,1.25481224060059,12405,21,12384,"COR-Inf",01/19/21,"Corvallis"
"18192","COR-Inf-1-19-21-A","RP",2.46838665008545,"HEX",3.54803395271301,1.63415718078613,12405,26,12379,"COR-Inf",01/19/21,"Corvallis"
"18283","COR-Inf-1-17-21-A","N1",1.19265675544739,"FAM",1.93663477897644,0.669272303581238,13817,14,13803,"COR-Inf",01/17/21,"Corvallis"
"18284","COR-Inf-1-17-21-A","N2",0.596177220344543,"FAM/HEX",1.16129148006439,0.253253251314163,13817,7,13810,"COR-Inf",01/17/21,"Corvallis"
"18285","COR-Inf-1-17-21-A","RP",0.340635716915131,"HEX",0.803291738033295,0.102776437997818,13817,4,13813,"COR-Inf",01/17/21,"Corvallis"
"18286","COR-Inf-1-17-21-A","N1",0.725246429443359,"FAM",1.3141530752182,0.345806211233139,14604,9,14595,"COR-Inf",01/17/21,"Corvallis"
"18287","COR-Inf-1-17-21-A","N2",0.725246429443359,"FAM/HEX",1.3141530752182,0.345806211233139,14604,9,14595,"COR-Inf",01/17/21,"Corvallis"
"18288","COR-Inf-1-17-21-A","RP",1.04772174358368,"HEX",1.73045182228088,0.573794186115265,14604,13,14591,"COR-Inf",01/17/21,"Corvallis"
"18325","COR-Inf-1-21-21-A","N1",2.48347973823547,"FAM",3.45027184486389,1.71707761287689,15175,32,15143,"COR-Inf",01/21/21,"Corvallis"
"18326","COR-Inf-1-21-21-A","N2",2.01742792129517,"FAM/HEX",2.89958739280701,1.33569347858429,15175,26,15149,"COR-Inf",01/21/21,"Corvallis"
"18327","COR-Inf-1-21-21-A","RP",2.17275810241699,"HEX",3.08410477638245,1.46182453632355,15175,28,15147,"COR-Inf",01/21/21,"Corvallis"
"18328","COR-Inf-1-21-21-A","N1",1.69740414619446,"FAM",2.55883932113647,1.05541253089905,13872,20,13852,"COR-Inf",01/21/21,"Corvallis"
"18329","COR-Inf-1-21-21-A","N2",2.0371789932251,"FAM/HEX",2.96926045417786,1.32444417476654,13872,24,13848,"COR-Inf",01/21/21,"Corvallis"
"18330","COR-Inf-1-21-21-A","RP",1.86727929115295,"HEX",2.76471209526062,1.18919909000397,13872,22,13850,"COR-Inf",01/21/21,"Corvallis"
"18877","COR-Inf-1-24-21-A","N1",0.894739508628845,"FAM",1.67584407329559,0.405009001493454,10523,8,10515,"COR-Inf",01/24/21,"Corvallis"
"18878","COR-Inf-1-24-21-A","N2",0.447284728288651,"FAM/HEX",1.05485773086548,0.134950250387192,10523,4,10519,"COR-Inf",01/24/21,"Corvallis"
"18879","COR-Inf-1-24-21-A","RP",1.90213549137115,"HEX",2.96239995956421,1.13162386417389,10523,17,10506,"COR-Inf",01/24/21,"Corvallis"
"18880","COR-Inf-1-24-21-A","N1",0.854527413845062,"FAM",1.60050308704376,0.386810421943665,11018,8,11010,"COR-Inf",01/24/21,"Corvallis"
"18881","COR-Inf-1-24-21-A","N2",0.747677564620972,"FAM/HEX",1.45648729801178,0.317598074674606,11018,7,11011,"COR-Inf",01/24/21,"Corvallis"
"18882","COR-Inf-1-24-21-A","RP",2.45844125747681,"HEX",3.61107993125916,1.58232641220093,11018,23,10995,"COR-Inf",01/24/21,"Corvallis"
"18913","COR-Inf-1-25-21-A","N1",1.03699493408203,"FAM",1.78334808349609,0.535352289676666,12485,11,12474,"COR-Inf",01/25/21,"Corvallis"
"18914","COR-Inf-1-25-21-A","N2",0.754087448120117,"FAM/HEX",1.41232943534851,0.341353207826614,12485,8,12477,"COR-Inf",01/25/21,"Corvallis"
"18915","COR-Inf-1-25-21-A","RP",1.60301387310028,"HEX",2.49636840820312,0.953718662261963,12485,17,12468,"COR-Inf",01/25/21,"Corvallis"
"18916","COR-Inf-1-25-21-A","N1",0.957734644412994,"FAM",1.73556315898895,0.456635773181915,11060,9,11051,"COR-Inf",01/25/21,"Corvallis"
"18917","COR-Inf-1-25-21-A","N2",0.957734644412994,"FAM/HEX",1.73556315898895,0.456635773181915,11060,9,11051,"COR-Inf",01/25/21,"Corvallis"
"18918","COR-Inf-1-25-21-A","RP",2.12935900688171,"HEX",3.21031165122986,1.32390177249908,11060,20,11040,"COR-Inf",01/25/21,"Corvallis"
"18949","COR-Inf-1-26-21-A","N1",0.452540904283524,"FAM",0.983593344688416,0.159093543887138,13001,5,12996,"COR-Inf",01/26/21,"Corvallis"
"18950","COR-Inf-1-26-21-A","N2",0.362018823623657,"FAM/HEX",0.853728175163269,0.109227433800697,13001,4,12997,"COR-Inf",01/26/21,"Corvallis"
"18951","COR-Inf-1-26-21-A","RP",1.35814523696899,"HEX",2.17197251319885,0.778749823570251,13001,15,12986,"COR-Inf",01/26/21,"Corvallis"
"18952","COR-Inf-1-26-21-A","N1",0.393995493650436,"FAM",0.92915415763855,0.118874244391918,11946,4,11942,"COR-Inf",01/26/21,"Corvallis"
"18953","COR-Inf-1-26-21-A","N2",0.393995493650436,"FAM/HEX",0.92915415763855,0.118874244391918,11946,4,11942,"COR-Inf",01/26/21,"Corvallis"
"18954","COR-Inf-1-26-21-A","RP",1.18238258361816,"HEX",1.99033749103546,0.629963517189026,11946,12,11934,"COR-Inf",01/26/21,"Corvallis"
"19267","COR-Inf-1-28-21-A","N1",0.630420923233032,"FAM",1.28894114494324,0.246874630451202,11200,6,11194,"COR-Inf",01/28/21,"Corvallis"
"19268","COR-Inf-1-28-21-A","N2",0.630420923233032,"FAM/HEX",1.28894114494324,0.246874630451202,11200,6,11194,"COR-Inf",01/28/21,"Corvallis"
"19269","COR-Inf-1-28-21-A","RP",2.62898564338684,"HEX",3.80467486381531,1.7252140045166,11200,25,11175,"COR-Inf",01/28/21,"Corvallis"
"19270","COR-Inf-1-28-21-A","N1",0.576446950435638,"FAM",1.25297927856445,0.202646568417549,10207,5,10202,"COR-Inf",01/28/21,"Corvallis"
"19271","COR-Inf-1-28-21-A","N2",0.576446950435638,"FAM/HEX",1.25297927856445,0.202646568417549,10207,5,10202,"COR-Inf",01/28/21,"Corvallis"
"19272","COR-Inf-1-28-21-A","RP",3.34733080863953,"HEX",4.72503995895386,2.26833486557007,10207,29,10178,"COR-Inf",01/28/21,"Corvallis"
"19522","COR-Inf-1-31-21-A","N1",0.364966839551926,"FAM",0.8606818318367,0.110116817057133,12896,4,12892,"COR-Inf",01/31/21,"Corvallis"
"19523","COR-Inf-1-31-21-A","N2",0.456226229667664,"FAM/HEX",0.991605162620544,0.160388976335526,12896,5,12891,"COR-Inf",01/31/21,"Corvallis"
"19524","COR-Inf-1-31-21-A","RP",1.82596743106842,"HEX",2.75272512435913,1.13532721996307,12896,20,12876,"COR-Inf",01/31/21,"Corvallis"
"19525","COR-Inf-1-31-21-A","N1",0.865016579627991,"FAM",1.56749355792999,0.412437468767166,12245,9,12236,"COR-Inf",01/31/21,"Corvallis"
"19526","COR-Inf-1-31-21-A","N2",0.768872261047363,"FAM/HEX",1.44002783298492,0.348044663667679,12245,8,12237,"COR-Inf",01/31/21,"Corvallis"
"19527","COR-Inf-1-31-21-A","RP",2.59696006774902,"HEX",3.70896029472351,1.73355627059937,12245,27,12218,"COR-Inf",01/31/21,"Corvallis"
"19552","COR-Inf-2-1-21-A","N1",0.437756508588791,"FAM",1.03238117694855,0.132075875997543,10752,4,10748,"COR-Inf",02/01/21,"Corvallis"
"19553","COR-Inf-2-1-21-A","N2",0.218857899308205,"FAM/HEX",0.701145529747009,0.0331543534994125,10752,2,10750,"COR-Inf",02/01/21,"Corvallis"
"19554","COR-Inf-2-1-21-A","RP",2.51932716369629,"HEX",3.7005569934845,1.62149941921234,10752,23,10729,"COR-Inf",02/01/21,"Corvallis"
"19555","COR-Inf-2-1-21-A","N1",0.747143387794495,"FAM",1.39932036399841,0.338210374116898,12601,8,12593,"COR-Inf",02/01/21,"Corvallis"
"19556","COR-Inf-2-1-21-A","N2",0.560313045978546,"FAM/HEX",1.14556467533112,0.21942412853241,12601,6,12595,"COR-Inf",02/01/21,"Corvallis"
"19557","COR-Inf-2-1-21-A","RP",2.05578708648682,"HEX",3.04393601417542,1.30921447277069,12601,22,12579,"COR-Inf",02/01/21,"Corvallis"
"19582","COR-Inf-2-2-21-A","N1",0.512511730194092,"FAM",1.1139725446701,0.18017366528511,11480,5,11475,"COR-Inf",02/02/21,"Corvallis"
"19583","COR-Inf-2-2-21-A","N2",0.615040838718414,"FAM/HEX",1.25748670101166,0.240852683782578,11480,6,11474,"COR-Inf",02/02/21,"Corvallis"
"19584","COR-Inf-2-2-21-A","RP",2.35940456390381,"HEX",3.46554160118103,1.51860618591309,11480,23,11457,"COR-Inf",02/02/21,"Corvallis"
"19585","COR-Inf-2-2-21-A","N1",0.901625216007233,"FAM",1.63385260105133,0.429888844490051,11748,9,11739,"COR-Inf",02/02/21,"Corvallis"
"19586","COR-Inf-2-2-21-A","N2",0.801410555839539,"FAM/HEX",1.50098705291748,0.3627710044384,11748,8,11740,"COR-Inf",02/02/21,"Corvallis"
"19587","COR-Inf-2-2-21-A","RP",0.901625216007233,"HEX",1.63385260105133,0.429888844490051,11748,9,11739,"COR-Inf",02/02/21,"Corvallis"
"19840","COR-Inf-2-4-21-A","N1",1.59066128730774,"FAM",2.44821262359619,0.961651146411896,13322,18,13304,"COR-Inf",02/04/21,"Corvallis"
"19841","COR-Inf-2-4-21-A","N2",2.20983290672302,"FAM/HEX",3.19782114028931,1.4502432346344,13322,25,13297,"COR-Inf",02/04/21,"Corvallis"
"19842","COR-Inf-2-4-21-A","RP",1.59066128730774,"HEX",2.44821262359619,0.961651146411896,13322,18,13304,"COR-Inf",02/04/21,"Corvallis"
"19972","COR-Inf-2-4-21-A","N1",1.48296463489532,"FAM",2.30935049057007,0.882313132286072,13495,17,13478,"COR-Inf",02/04/21,"Corvallis"
"19973","COR-Inf-2-4-21-A","N2",1.04660451412201,"FAM/HEX",1.76170897483826,0.557637095451355,13495,12,13483,"COR-Inf",02/04/21,"Corvallis"
"19974","COR-Inf-2-4-21-A","RP",1.48296463489532,"HEX",2.30935049057007,0.882313132286072,13495,17,13478,"COR-Inf",02/04/21,"Corvallis"
"20128","COR-Inf-2-7-21-A","N1",1.04327881336212,"FAM",1.7561092376709,0.555865466594696,13538,12,13526,"COR-Inf",02/07/21,"Corvallis"
"20129","COR-Inf-2-7-21-A","N2",0.782372295856476,"FAM/HEX",1.41769361495972,0.373039752244949,13538,9,13529,"COR-Inf",02/07/21,"Corvallis"
"20130","COR-Inf-2-7-21-A","RP",1.47825145721436,"HEX",2.30200839042664,0.879509687423706,13538,17,13521,"COR-Inf",02/07/21,"Corvallis"
"20131","COR-Inf-2-7-21-A","N1",0.0922975391149521,"FAM",0.440878331661224,0.00387635082006454,12747,1,12746,"COR-Inf",02/07/21,"Corvallis"
"20132","COR-Inf-2-7-21-A","N2",0.461560100317001,"FAM/HEX",1.00320100784302,0.16226390004158,12747,5,12742,"COR-Inf",02/07/21,"Corvallis"
"20133","COR-Inf-2-7-21-A","RP",1.57004380226135,"HEX",2.44500517845154,0.934108257293701,12747,17,12730,"COR-Inf",02/07/21,"Corvallis"
"20155","COR-Inf-2-8-21-A","N1",1.09551227092743,"FAM",1.93032002449036,0.545328080654144,10744,10,10734,"COR-Inf",02/08/21,"Corvallis"
"20156","COR-Inf-2-8-21-A","N2",1.314737200737,"FAM/HEX",2.21321892738342,0.700462520122528,10744,12,10732,"COR-Inf",02/08/21,"Corvallis"
"20157","COR-Inf-2-8-21-A","RP",1.64365124702454,"HEX",2.62875056266785,0.94240790605545,10744,15,10729,"COR-Inf",02/08/21,"Corvallis"
"20158","COR-Inf-2-8-21-A","N1",1.15917956829071,"FAM",1.95126605033875,0.617603957653046,12185,12,12173,"COR-Inf",02/08/21,"Corvallis"
"20159","COR-Inf-2-8-21-A","N2",1.25582945346832,"FAM/HEX",2.07428884506226,0.687738656997681,12185,13,12172,"COR-Inf",02/08/21,"Corvallis"
"20160","COR-Inf-2-8-21-A","RP",1.25582945346832,"HEX",2.07428884506226,0.687738656997681,12185,13,12172,"COR-Inf",02/08/21,"Corvallis"
"20182","COR-Inf-2-9-21-A","N1",1.66694843769073,"FAM",2.5381224155426,1.02261221408844,13419,19,13400,"COR-Inf",02/09/21,"Corvallis"
"20183","COR-Inf-2-9-21-A","N2",1.40358901023865,"FAM/HEX",2.21369528770447,0.820545315742493,13419,16,13403,"COR-Inf",02/09/21,"Corvallis"
"20184","COR-Inf-2-9-21-A","RP",2.89673948287964,"HEX",4.005530834198,2.01476097106934,13419,33,13386,"COR-Inf",02/09/21,"Corvallis"
"20185","COR-Inf-2-9-21-A","N1",2.20973038673401,"FAM",3.30065679550171,1.39101481437683,11191,21,11170,"COR-Inf",02/09/21,"Corvallis"
"20186","COR-Inf-2-9-21-A","N2",2.10441088676453,"FAM/HEX",3.1726815700531,1.30839574337006,11191,20,11171,"COR-Inf",02/09/21,"Corvallis"
"20187","COR-Inf-2-9-21-A","RP",3.05262517929077,"HEX",4.30881595611572,2.0687096118927,11191,29,11162,"COR-Inf",02/09/21,"Corvallis"
"20401","COR-Inf-2-10-21-A","N1",0.366074085235596,"FAM",0.863293588161469,0.110450856387615,12857,4,12853,"COR-Inf",02/10/21,"Corvallis"
"20402","COR-Inf-2-10-21-A","N2",0.915398895740509,"FAM/HEX",1.61286151409149,0.455688089132309,12857,10,12847,"COR-Inf",02/10/21,"Corvallis"
"20403","COR-Inf-2-10-21-A","RP",0.640704393386841,"HEX",1.2480480670929,0.272165209054947,12857,7,12850,"COR-Inf",02/10/21,"Corvallis"
"20404","COR-Inf-2-10-21-A","N1",0.492659360170364,"FAM",1.00721597671509,0.192933678627014,14331,6,14325,"COR-Inf",02/10/21,"Corvallis"
"20405","COR-Inf-2-10-21-A","N2",0.41053518652916,"FAM/HEX",0.892275512218475,0.144327834248543,14331,5,14326,"COR-Inf",02/10/21,"Corvallis"
"20406","COR-Inf-2-10-21-A","RP",1.23203551769257,"HEX",1.97023189067841,0.706455647945404,14331,15,14316,"COR-Inf",02/10/21,"Corvallis"
"20539","COR-Inf-2-14-21-A","N1",0.652068078517914,"FAM",1.27018964290619,0.276991635560989,12633,7,12626,"COR-Inf",02/14/21,"Corvallis"
"20540","COR-Inf-2-14-21-A","N2",0.745250225067139,"FAM/HEX",1.3957736492157,0.337353557348251,12633,8,12625,"COR-Inf",02/14/21,"Corvallis"
"20541","COR-Inf-2-14-21-A","RP",0.558893382549286,"HEX",1.1426614522934,0.218868270516396,12633,6,12627,"COR-Inf",02/14/21,"Corvallis"
"20542","COR-Inf-2-14-21-A","N1",1.21431684494019,"FAM",2.04411244392395,0.646973669528961,11632,12,11620,"COR-Inf",02/14/21,"Corvallis"
"20543","COR-Inf-2-14-21-A","N2",0.910620152950287,"FAM/HEX",1.65015757083893,0.434176683425903,11632,9,11623,"COR-Inf",02/14/21,"Corvallis"
"20544","COR-Inf-2-14-21-A","RP",0.708199203014374,"HEX",1.37956082820892,0.300831407308578,11632,7,11625,"COR-Inf",02/14/21,"Corvallis"
"20635","COR-Inf-2-16-21-A","N1",0.654555797576904,"FAM",1.2750369310379,0.278048247098923,12585,7,12578,"COR-Inf",02/16/21,"Corvallis"
"20636","COR-Inf-2-16-21-A","N2",0.841638684272766,"FAM/HEX",1.52511823177338,0.401293039321899,12585,9,12576,"COR-Inf",02/16/21,"Corvallis"
"20637","COR-Inf-2-16-21-A","RP",1.59026777744293,"HEX",2.47651171684265,0.946137368679047,12585,17,12568,"COR-Inf",02/16/21,"Corvallis"
"20638","COR-Inf-2-16-21-A","N1",0.570179581642151,"FAM",1.16574203968048,0.223287433385849,12383,6,12377,"COR-Inf",02/16/21,"Corvallis"
"20639","COR-Inf-2-16-21-A","N2",0.475130468606949,"FAM/HEX",1.03270316123962,0.16703400015831,12383,5,12378,"COR-Inf",02/16/21,"Corvallis"
"20640","COR-Inf-2-16-21-A","RP",1.61622714996338,"HEX",2.51695346832275,0.961577773094177,12383,17,12366,"COR-Inf",02/16/21,"Corvallis"
"20659","COR-Inf-2-15-21-A","N1",0.178374737501144,"FAM",0.57142972946167,0.02702203579247,13192,2,13190,"COR-Inf",02/15/21,"Corvallis"
"20660","COR-Inf-2-15-21-A","N2",0.26757225394249,"FAM/HEX",0.709288835525513,0.0634983107447624,13192,3,13189,"COR-Inf",02/15/21,"Corvallis"
"20661","COR-Inf-2-15-21-A","RP",0.26757225394249,"HEX",0.709288835525513,0.0634983107447624,13192,3,13189,"COR-Inf",02/15/21,"Corvallis"
"20662","COR-Inf-2-15-21-A","N1",0.290188014507294,"FAM",0.769251585006714,0.0688648149371147,12164,3,12161,"COR-Inf",02/15/21,"Corvallis"
"20663","COR-Inf-2-15-21-A","N2",0.677216768264771,"FAM/HEX",1.31919097900391,0.287672728300095,12164,7,12157,"COR-Inf",02/15/21,"Corvallis"
"20664","COR-Inf-2-15-21-A","RP",0.677216768264771,"HEX",1.31919097900391,0.287672728300095,12164,7,12157,"COR-Inf",02/15/21,"Corvallis"
"20911","COR-Inf-2-18-21-A","N1",0.417114198207855,"FAM",0.90657764673233,0.146640494465828,14105,5,14100,"COR-Inf",02/18/21,"Corvallis"
"20912","COR-Inf-2-18-21-A","N2",0.417114198207855,"FAM/HEX",0.90657764673233,0.146640494465828,14105,5,14100,"COR-Inf",02/18/21,"Corvallis"
"20913","COR-Inf-2-18-21-A","RP",0.667453765869141,"HEX",1.25003302097321,0.302142739295959,14105,8,14097,"COR-Inf",02/18/21,"Corvallis"
"20914","COR-Inf-2-18-21-A","N1",0.962045550346375,"FAM",1.5889083147049,0.526881456375122,15904,13,15891,"COR-Inf",02/18/21,"Corvallis"
"20915","COR-Inf-2-18-21-A","N2",0.888014078140259,"FAM/HEX",1.49469101428986,0.473154067993164,15904,12,15892,"COR-Inf",02/18/21,"Corvallis"
"20916","COR-Inf-2-18-21-A","RP",0.73996514081955,"HEX",1.3036869764328,0.36837050318718,15904,10,15894,"COR-Inf",02/18/21,"Corvallis"
"21035","COR-Inf-2-21-21-A","N1",0.901729941368103,"FAM",1.55066525936127,0.465534210205078,14357,11,14346,"COR-Inf",02/21/21,"Corvallis"
"21036","COR-Inf-2-21-21-A","N2",0.737727582454681,"FAM/HEX",1.3367748260498,0.351756393909454,14357,9,14348,"COR-Inf",02/21/21,"Corvallis"
"21037","COR-Inf-2-21-21-A","RP",0.901729941368103,"HEX",1.55066525936127,0.465534210205078,14357,11,14346,"COR-Inf",02/21/21,"Corvallis"
"21038","COR-Inf-2-21-21-A","N1",1.08673167228699,"FAM",1.79490125179291,0.59515380859375,14080,13,14067,"COR-Inf",02/21/21,"Corvallis"
"21039","COR-Inf-2-21-21-A","N2",0.752245783805847,"FAM/HEX",1.36308896541595,0.35867765545845,14080,9,14071,"COR-Inf",02/21/21,"Corvallis"
"21040","COR-Inf-2-21-21-A","RP",1.25401031970978,"HEX",2.00538468360901,0.719053208827972,14080,15,14065,"COR-Inf",02/21/21,"Corvallis"
"21067","COR-Inf-2-22-21-A","N1",0.982302188873291,"FAM",1.65344059467316,0.523383140563965,14378,12,14366,"COR-Inf",02/22/21,"Corvallis"
"21068","COR-Inf-2-22-21-A","N2",1.06419777870178,"FAM/HEX",1.7576721906662,0.582815587520599,14378,13,14365,"COR-Inf",02/22/21,"Corvallis"
"21069","COR-Inf-2-22-21-A","RP",1.22800600528717,"HEX",1.96378612518311,0.704145610332489,14378,15,14363,"COR-Inf",02/22/21,"Corvallis"
"21070","COR-Inf-2-22-21-A","N1",1.02346301078796,"FAM",1.76006972789764,0.528367877006531,12650,11,12639,"COR-Inf",02/22/21,"Corvallis"
"21071","COR-Inf-2-22-21-A","N2",0.651191532611847,"FAM/HEX",1.26848173141479,0.276619344949722,12650,7,12643,"COR-Inf",02/22/21,"Corvallis"
"21072","COR-Inf-2-22-21-A","RP",0.651191532611847,"HEX",1.26848173141479,0.276619344949722,12650,7,12643,"COR-Inf",02/22/21,"Corvallis"
"21099","COR-Inf-2-23-21-A","N1",0.474160254001617,"FAM",0.969387531280518,0.185689985752106,14890,6,14884,"COR-Inf",02/23/21,"Corvallis"
"21100","COR-Inf-2-23-21-A","N2",0.790373265743256,"FAM/HEX",1.39251983165741,0.393460512161255,14890,10,14880,"COR-Inf",02/23/21,"Corvallis"
"21101","COR-Inf-2-23-21-A","RP",6.89409828186035,"HEX",8.45316123962402,5.54070043563843,14890,87,14803,"COR-Inf",02/23/21,"Corvallis"
"21102","COR-Inf-2-23-21-A","N1",0.316085606813431,"FAM",0.745386779308319,0.095369890332222,14890,4,14886,"COR-Inf",02/23/21,"Corvallis"
"21103","COR-Inf-2-23-21-A","N2",0.474160254001617,"FAM/HEX",0.969387531280518,0.185689985752106,14890,6,14884,"COR-Inf",02/23/21,"Corvallis"
"21104","COR-Inf-2-23-21-A","RP",5.54379606246948,"HEX",6.95179891586304,4.34095001220703,14890,70,14820,"COR-Inf",02/23/21,"Corvallis"
"21476","COR-Inf-2-24-21-A","N1",0.717481672763824,"FAM",1.30007970333099,0.342104434967041,14762,9,14753,"COR-Inf",02/24/21,"Corvallis"
"21477","COR-Inf-2-24-21-A","N2",0.318826705217361,"FAM/HEX",0.751851975917816,0.0961968675255775,14762,4,14758,"COR-Inf",02/24/21,"Corvallis"
"21478","COR-Inf-2-24-21-A","RP",2.31345367431641,"HEX",3.26504445075989,1.56794500350952,14762,29,14733,"COR-Inf",02/24/21,"Corvallis"
"21479","COR-Inf-2-24-21-A","N1",0.729543924331665,"FAM",1.32194209098816,0.347854942083359,14518,9,14509,"COR-Inf",02/24/21,"Corvallis"
"21480","COR-Inf-2-24-21-A","N2",1.05393087863922,"FAM/HEX",1.74070990085602,0.577193915843964,14518,13,14505,"COR-Inf",02/24/21,"Corvallis"
"21481","COR-Inf-2-24-21-A","RP",2.75843167304993,"HEX",3.79687094688416,1.92957353591919,14518,34,14484,"COR-Inf",02/24/21,"Corvallis"
"21632","COR-Inf-3-2-21-A","N1",0.613087236881256,"FAM",1.19423854351044,0.260435461997986,13436,7,13429,"COR-Inf",03/02/21,"Corvallis"
"21633","COR-Inf-3-2-21-A","N2",0.700697243213654,"FAM/HEX",1.31230890750885,0.317188948392868,13436,8,13428,"COR-Inf",03/02/21,"Corvallis"
"21634","COR-Inf-3-2-21-A","RP",1.84022104740143,"HEX",2.74851036071777,1.15847778320312,13436,21,13415,"COR-Inf",03/02/21,"Corvallis"
"21635","COR-Inf-3-2-21-A","N1",0.612266778945923,"FAM",1.14665341377258,0.277164310216904,15376,8,15368,"COR-Inf",03/02/21,"Corvallis"
"21636","COR-Inf-3-2-21-A","N2",0.459170192480087,"FAM/HEX",0.93873518705368,0.179820314049721,15376,6,15370,"COR-Inf",03/02/21,"Corvallis"
"21637","COR-Inf-3-2-21-A","RP",1.83775699138641,"HEX",2.67849183082581,1.19482827186584,15376,24,15352,"COR-Inf",03/02/21,"Corvallis"
"21804","COR-Inf-2-28-21-A","RP",1.12683856487274,"HEX",1.93790805339813,0.581723690032959,11490,11,11479,"COR-Inf",02/28/21,"Corvallis"
"21807","COR-Inf-2-28-21-A","RP",1.13434517383575,"HEX",1.95082223415375,0.585598051548004,11414,11,11403,"COR-Inf",02/28/21,"Corvallis"
"21832","COR-Inf-3-1-21-A","RP",1.55938696861267,"HEX",2.40006041526794,0.942748844623566,13589,18,13571,"COR-Inf",03/01/21,"Corvallis"
"21835","COR-Inf-3-1-21-A","RP",1.63668656349182,"HEX",2.58147692680359,0.956776022911072,11509,16,11493,"COR-Inf",03/01/21,"Corvallis"
"22038","COR-Inf-3-3-21-A","N1",0.634615123271942,"FAM",1.29751873016357,0.248516783118248,11126,6,11120,"COR-Inf",03/03/21,"Corvallis"
