"","Sample","Target","CopiesPeruL","DyeNames","PoissonConfMax","PoissonConfMin","Accepted.Droplets","Positives","Negatives","Site","Date","Location"
"22039","COR-Inf-3-3-21-A","N2",0.211500331759453,"FAM/HEX",0.67756974697113,0.0320398584008217,11126,2,11124,"COR-Inf",03/03/21,"Corvallis"
"22040","COR-Inf-3-3-21-A","RP",2.22265219688416,"HEX",3.31996703147888,1.39914619922638,11126,21,11105,"COR-Inf",03/03/21,"Corvallis"
"22041","COR-Inf-3-3-21-A","N1",0.74922502040863,"FAM",1.40322017669678,0.33915251493454,12566,8,12558,"COR-Inf",03/03/21,"Corvallis"
"22042","COR-Inf-3-3-21-A","N2",1.12401652336121,"FAM/HEX",1.89205634593964,0.598873496055603,12566,12,12554,"COR-Inf",03/03/21,"Corvallis"
"22043","COR-Inf-3-3-21-A","RP",1.59267389774323,"HEX",2.48026013374329,0.947568535804749,12566,17,12549,"COR-Inf",03/03/21,"Corvallis"
"22086","COR-Inf-3-4-21-A","N1",1.72823524475098,"FAM",2.69145536422729,1.02819740772247,11581,17,11564,"COR-Inf",03/04/21,"Corvallis"
"22087","COR-Inf-3-4-21-A","N2",1.82997524738312,"FAM/HEX",2.81669926643372,1.10628652572632,11581,18,11563,"COR-Inf",03/04/21,"Corvallis"
"22088","COR-Inf-3-4-21-A","RP",0.711318910121918,"HEX",1.38563966751099,0.302156388759613,11581,7,11574,"COR-Inf",03/04/21,"Corvallis"
"22089","COR-Inf-3-4-21-A","N1",1.57090699672699,"FAM",2.44634985923767,0.934621691703796,12740,17,12723,"COR-Inf",03/04/21,"Corvallis"
"22090","COR-Inf-3-4-21-A","N2",1.66337871551514,"FAM/HEX",2.56017589569092,1.00560092926025,12740,18,12722,"COR-Inf",03/04/21,"Corvallis"
"22091","COR-Inf-3-4-21-A","RP",0.369436532258987,"HEX",0.871224641799927,0.111465245485306,12740,4,12736,"COR-Inf",03/04/21,"Corvallis"
"22164","COR-Inf-3-8-21-A","N1",0.826753795146942,"FAM",1.54846799373627,0.374240815639496,11388,8,11380,"COR-Inf",03/08/21,"Corvallis"
"22165","COR-Inf-3-8-21-A","N2",0.206633970141411,"FAM/HEX",0.661976754665375,0.0313027165830135,11388,2,11386,"COR-Inf",03/08/21,"Corvallis"
"22166","COR-Inf-3-8-21-A","RP",1.86101365089417,"HEX",2.86449408531189,1.125044465065,11388,18,11370,"COR-Inf",03/08/21,"Corvallis"
"22167","COR-Inf-3-8-21-A","N1",0.193977013230324,"FAM",0.621421277523041,0.0293854605406523,12131,2,12129,"COR-Inf",03/08/21,"Corvallis"
"22168","COR-Inf-3-8-21-A","N2",0.193977013230324,"FAM/HEX",0.621421277523041,0.0293854605406523,12131,2,12129,"COR-Inf",03/08/21,"Corvallis"
"22169","COR-Inf-3-8-21-A","RP",1.06726956367493,"HEX",1.83542943000793,0.550978243350983,12131,11,12120,"COR-Inf",03/08/21,"Corvallis"
"22200","COR-Inf-3-9-21-A","N1",0.312268257141113,"FAM",0.827796280384064,0.0741041675209999,11304,3,11301,"COR-Inf",03/09/21,"Corvallis"
"22201","COR-Inf-3-9-21-A","N2",0.312268257141113,"FAM/HEX",0.827796280384064,0.0741041675209999,11304,3,11301,"COR-Inf",03/09/21,"Corvallis"
"22202","COR-Inf-3-9-21-A","RP",1.35376143455505,"HEX",2.23610639572144,0.741355836391449,11304,13,11291,"COR-Inf",03/09/21,"Corvallis"
"22203","COR-Inf-3-9-21-A","N1",0.510768711566925,"FAM",1.04424798488617,0.200024649500847,13823,6,13817,"COR-Inf",03/09/21,"Corvallis"
"22204","COR-Inf-3-9-21-A","N2",0.425625205039978,"FAM/HEX",0.925079822540283,0.149632260203362,13823,5,13818,"COR-Inf",03/09/21,"Corvallis"
"22205","COR-Inf-3-9-21-A","RP",0.936578810214996,"HEX",1.61061036586761,0.483522087335587,13823,11,13812,"COR-Inf",03/09/21,"Corvallis"
"22422","COR-Inf-3-11-21-A","N1",1.05531990528107,"FAM",1.85947573184967,0.52532547712326,11153,10,11143,"COR-Inf",03/11/21,"Corvallis"
"22423","COR-Inf-3-11-21-A","N2",1.37210059165955,"FAM/HEX",2.26641011238098,0.751396238803864,11153,13,11140,"COR-Inf",03/11/21,"Corvallis"
"22424","COR-Inf-3-11-21-A","RP",1.90025794506073,"HEX",2.9249255657196,1.14876139163971,11153,18,11135,"COR-Inf",03/11/21,"Corvallis"
"22425","COR-Inf-3-11-21-A","N1",0.877040922641754,"FAM",1.50819718837738,0.452790379524231,14761,11,14750,"COR-Inf",03/11/21,"Corvallis"
"22426","COR-Inf-3-11-21-A","N2",1.0365731716156,"FAM/HEX",1.71203303337097,0.567689716815948,14761,13,14748,"COR-Inf",03/11/21,"Corvallis"
"22427","COR-Inf-3-11-21-A","RP",1.1961270570755,"HEX",1.91279077529907,0.685869991779327,14761,15,14746,"COR-Inf",03/11/21,"Corvallis"
"22494","COR-Inf-3-7-21-A","N1",0.760178089141846,"FAM",1.42373991012573,0.344109773635864,12385,8,12377,"COR-Inf",03/07/21,"Corvallis"
"22495","COR-Inf-3-7-21-A","N2",0.950299382209778,"FAM/HEX",1.67437243461609,0.473058134317398,12385,10,12375,"COR-Inf",03/07/21,"Corvallis"
"22496","COR-Inf-3-7-21-A","RP",2.09167289733887,"HEX",3.09709358215332,1.33206069469452,12385,22,12363,"COR-Inf",03/07/21,"Corvallis"
"22497","COR-Inf-3-7-21-A","N1",0.581979036331177,"FAM",1.18987250328064,0.227907478809357,12132,6,12126,"COR-Inf",03/07/21,"Corvallis"
"22498","COR-Inf-3-7-21-A","N2",0.679003536701202,"FAM/HEX",1.32267248630524,0.288431614637375,12132,7,12125,"COR-Inf",03/07/21,"Corvallis"
"22499","COR-Inf-3-7-21-A","RP",0.970125019550323,"HEX",1.70931506156921,0.482925266027451,12132,10,12122,"COR-Inf",03/07/21,"Corvallis"
"22782","COR-Inf-3-11-21-A","N1",1.12850904464722,"FAM",1.94078183174133,0.58258581161499,11473,11,11462,"COR-Inf",03/11/21,"Corvallis"
"22783","COR-Inf-3-11-21-A","N2",1.02587258815765,"FAM/HEX",1.80757224559784,0.510670125484467,11473,10,11463,"COR-Inf",03/11/21,"Corvallis"
"22784","COR-Inf-3-11-21-A","RP",1.94992339611053,"HEX",2.96917128562927,1.19615137577057,11473,19,11454,"COR-Inf",03/11/21,"Corvallis"
"22785","COR-Inf-3-11-21-A","N1",0.59406989812851,"FAM",1.15718555450439,0.252358198165894,13866,7,13859,"COR-Inf",03/11/21,"Corvallis"
"22786","COR-Inf-3-11-21-A","N2",0.339431762695312,"FAM/HEX",0.80045211315155,0.102413229644299,13866,4,13862,"COR-Inf",03/11/21,"Corvallis"
"22787","COR-Inf-3-11-21-A","RP",2.54812860488892,"HEX",3.57658672332764,1.73909449577332,13866,30,13836,"COR-Inf",03/11/21,"Corvallis"
"23094","COR-Inf-3-14-21-A","N1",0.656879186630249,"FAM",1.23022389411926,0.297356605529785,14332,8,14324,"COR-Inf",03/14/21,"Corvallis"
"23095","COR-Inf-3-14-21-A","N2",0.739014863967896,"FAM/HEX",1.33910799026489,0.352370083332062,14332,9,14323,"COR-Inf",03/14/21,"Corvallis"
"23096","COR-Inf-3-14-21-A","RP",0.656879186630249,"HEX",1.23022389411926,0.297356605529785,14332,8,14324,"COR-Inf",03/14/21,"Corvallis"
"23097","COR-Inf-3-14-21-A","N1",1.03460967540741,"FAM",1.70878922939301,0.56661468744278,14789,13,14776,"COR-Inf",03/14/21,"Corvallis"
"23098","COR-Inf-3-14-21-A","N2",1.03460967540741,"FAM/HEX",1.70878922939301,0.56661468744278,14789,13,14776,"COR-Inf",03/14/21,"Corvallis"
"23099","COR-Inf-3-14-21-A","RP",0.795772910118103,"HEX",1.40203547477722,0.396148055791855,14789,10,14779,"COR-Inf",03/14/21,"Corvallis"
"23130","COR-Inf-3-15-21-A","N1",0.506045162677765,"FAM",1.03458857536316,0.198175072669983,13952,6,13946,"COR-Inf",03/15/21,"Corvallis"
"23131","COR-Inf-3-15-21-A","N2",0.843529522418976,"FAM/HEX",1.48619878292084,0.41991776227951,13952,10,13942,"COR-Inf",03/15/21,"Corvallis"
"23132","COR-Inf-3-15-21-A","RP",1.34993767738342,"HEX",2.12905025482178,0.789188027381897,13952,16,13936,"COR-Inf",03/15/21,"Corvallis"
"23133","COR-Inf-3-15-21-A","N1",0.410420566797256,"FAM",0.892026424407959,0.144287556409836,14335,5,14330,"COR-Inf",03/15/21,"Corvallis"
"23134","COR-Inf-3-15-21-A","N2",0.574628889560699,"FAM/HEX",1.11930775642395,0.244100913405418,14335,7,14328,"COR-Inf",03/15/21,"Corvallis"
"23135","COR-Inf-3-15-21-A","RP",1.56036043167114,"HEX",2.37577366828918,0.957241117954254,14335,19,14316,"COR-Inf",03/15/21,"Corvallis"
"23166","COR-Inf-3-17-21-A","N1",0.666649997234344,"FAM",1.24852752685547,0.301778972148895,14122,8,14114,"COR-Inf",03/17/21,"Corvallis"
"23167","COR-Inf-3-17-21-A","N2",0.833371520042419,"FAM/HEX",1.46829676628113,0.414861917495728,14122,10,14112,"COR-Inf",03/17/21,"Corvallis"
"23168","COR-Inf-3-17-21-A","RP",3.75482964515686,"HEX",4.96635580062866,2.75904965400696,14122,45,14077,"COR-Inf",03/17/21,"Corvallis"
"23169","COR-Inf-3-17-21-A","N1",0.48381245136261,"FAM",0.98912501335144,0.189469501376152,14593,6,14587,"COR-Inf",03/17/21,"Corvallis"
"23170","COR-Inf-3-17-21-A","N2",0.403163194656372,"FAM/HEX",0.876249849796295,0.141736447811127,14593,5,14588,"COR-Inf",03/17/21,"Corvallis"
"23171","COR-Inf-3-17-21-A","RP",2.90586376190186,"HEX",3.96578669548035,2.05450940132141,14593,36,14557,"COR-Inf",03/17/21,"Corvallis"
"23229","COR-Inf-3-18-21-A","N1",0.198393017053604,"FAM",0.635570883750916,0.0300543904304504,11861,2,11859,"COR-Inf",03/18/21,"Corvallis"
"23230","COR-Inf-3-18-21-A","N2",0.0991923213005066,"FAM/HEX",0.473818004131317,0.00416590925306082,11861,1,11860,"COR-Inf",03/18/21,"Corvallis"
"23231","COR-Inf-3-18-21-A","RP",2.18416523933411,"HEX",3.23410630226135,1.39094376564026,11861,22,11839,"COR-Inf",03/18/21,"Corvallis"
"23232","COR-Inf-3-18-21-A","N1",0,"FAM",0.251432418823242,0,14020,0,14020,"COR-Inf",03/18/21,"Corvallis"
"23233","COR-Inf-3-18-21-A","N2",0.25176814198494,"FAM/HEX",0.667387425899506,0.0597480945289135,14020,3,14017,"COR-Inf",03/18/21,"Corvallis"
"23234","COR-Inf-3-18-21-A","RP",2.52010917663574,"HEX",3.53724145889282,1.71997785568237,14020,30,13990,"COR-Inf",03/18/21,"Corvallis"
"23307","COR-Inf-3-21-21-A","N1",8.51284885406494,"FAM",10.1825551986694,6.84550905227661,13870,100,13770,"COR-Inf",03/21/21,"Corvallis"
"23308","COR-Inf-3-21-21-A","N2",8.68373584747314,"FAM/HEX",10.3701915740967,6.99969434738159,13870,102,13768,"COR-Inf",03/21/21,"Corvallis"
"23309","COR-Inf-3-21-21-A","RP",1.86754882335663,"HEX",2.76511144638062,1.18937063217163,13870,22,13848,"COR-Inf",03/21/21,"Corvallis"
"23310","COR-Inf-3-21-21-A","N1",8.30729484558105,"FAM",10.1319980621338,6.71751070022583,13075,92,12983,"COR-Inf",03/21/21,"Corvallis"
"23311","COR-Inf-3-21-21-A","N2",7.03935050964355,"FAM/HEX",8.72746658325195,5.58561515808105,13075,78,12997,"COR-Inf",03/21/21,"Corvallis"
"23312","COR-Inf-3-21-21-A","RP",1.89107036590576,"HEX",2.82448792457581,1.19047951698303,13075,21,13054,"COR-Inf",03/21/21,"Corvallis"
"25387","COR-Inf-2-28-21-A","RP",2.61942505836487,"HEX",3.6767041683197,1.7877368927002,13489,30,13459,"COR-Inf",02/28/21,"Corvallis"
"25390","COR-Inf-2-28-21-A","RP",2.22225880622864,"HEX",3.10271644592285,1.52688562870026,16427,31,16396,"COR-Inf",02/28/21,"Corvallis"
"6877","EUG-Inf-9-15-20-A","N1",0.970365107059479,"FAM",1.70973813533783,0.483044773340225,12129,10,12119,"EUG-Inf",09/15/20,"Eugene"
"6878","EUG-Inf-9-15-20-A","N2",0.970365107059479,"FAM/HEX",1.70973813533783,0.483044773340225,12129,10,12119,"EUG-Inf",09/15/20,"Eugene"
"6879","EUG-Inf-9-15-20-A","RP",0.873292565345764,"HEX",1.58249497413635,0.416382640600204,12129,9,12120,"EUG-Inf",09/15/20,"Eugene"
"6880","EUG-Inf-9-15-20-A","N1",0.374701976776123,"FAM",0.883644700050354,0.113053761422634,12561,4,12557,"EUG-Inf",09/15/20,"Eugene"
"6881","EUG-Inf-9-15-20-A","N2",0.374701976776123,"FAM/HEX",0.883644700050354,0.113053761422634,12561,4,12557,"EUG-Inf",09/15/20,"Eugene"
"6882","EUG-Inf-9-15-20-A","RP",0.843247413635254,"HEX",1.52803409099579,0.402059882879257,12561,9,12552,"EUG-Inf",09/15/20,"Eugene"
"7279","EUG-Inf-9-22-20-A","N1",0.72437196969986,"FAM",1.35666048526764,0.327904164791107,12997,8,12989,"EUG-Inf",09/22/20,"Eugene"
"7280","EUG-Inf-9-22-20-A","N2",0.362130224704742,"FAM/HEX",0.853991031646729,0.109261058270931,12997,4,12993,"EUG-Inf",09/22/20,"Eugene"
"7281","EUG-Inf-9-22-20-A","RP",0.543237149715424,"HEX",1.11064445972443,0.212737992405891,12997,6,12991,"EUG-Inf",09/22/20,"Eugene"
"7282","EUG-Inf-9-22-20-A","N1",0.888461112976074,"FAM",1.60999035835266,0.423613548278809,11922,9,11913,"EUG-Inf",09/22/20,"Eugene"
"7283","EUG-Inf-9-22-20-A","N2",0.888461112976074,"FAM/HEX",1.60999035835266,0.423613548278809,11922,9,11913,"EUG-Inf",09/22/20,"Eugene"
"7284","EUG-Inf-9-22-20-A","RP",1.48114156723022,"HEX",2.36874461174011,0.849255919456482,11922,15,11907,"EUG-Inf",09/22/20,"Eugene"
"7906","EUG-Inf-9-28-20-A","N1",0.736240029335022,"FAM",1.33407866954803,0.351047188043594,14386,9,14377,"EUG-Inf",09/28/20,"Eugene"
"7907","EUG-Inf-9-28-20-A","N2",0.572591304779053,"FAM/HEX",1.11533784866333,0.24323545396328,14386,7,14379,"EUG-Inf",09/28/20,"Eugene"
"7908","EUG-Inf-9-28-20-A","RP",1.22732281684875,"HEX",1.96269309520721,0.703753888607025,14386,15,14371,"EUG-Inf",09/28/20,"Eugene"
"7909","EUG-Inf-9-28-20-A","N1",0.613909900188446,"FAM",1.19584131240845,0.260784864425659,13418,7,13411,"EUG-Inf",09/28/20,"Eugene"
"7910","EUG-Inf-9-28-20-A","N2",0.964859426021576,"FAM/HEX",1.65925824642181,0.498119473457336,13418,11,13407,"EUG-Inf",09/28/20,"Eugene"
"7911","EUG-Inf-9-28-20-A","RP",0.964859426021576,"HEX",1.65925824642181,0.498119473457336,13418,11,13407,"EUG-Inf",09/28/20,"Eugene"
"8767","EUG-Inf-10-5-20-A","N1",0.32045504450798,"FAM",0.755692601203918,0.0966881215572357,14687,4,14683,"EUG-Inf",10/05/20,"Eugene"
"8768","EUG-Inf-10-5-20-A","N2",0.801301300525665,"FAM/HEX",1.41177833080292,0.398899734020233,14687,10,14677,"EUG-Inf",10/05/20,"Eugene"
"8769","EUG-Inf-10-5-20-A","RP",0.721146643161774,"HEX",1.30672240257263,0.343851655721664,14687,9,14678,"EUG-Inf",10/05/20,"Eugene"
"8770","EUG-Inf-10-5-20-A","N1",0.437398463487625,"FAM",0.950674176216125,0.153770759701729,13451,5,13446,"EUG-Inf",10/05/20,"Eugene"
"8771","EUG-Inf-10-5-20-A","N2",0.787434339523315,"FAM/HEX",1.42686879634857,0.375452935695648,13451,9,13442,"EUG-Inf",10/05/20,"Eugene"
"8772","EUG-Inf-10-5-20-A","RP",1.05002963542938,"HEX",1.76747620105743,0.559461653232574,13451,12,13439,"EUG-Inf",10/05/20,"Eugene"
"9049","EUG-Inf-10-12-20-A","N1",1.05081117153168,"FAM",1.7687920331955,0.559877932071686,13441,12,13429,"EUG-Inf",10/12/20,"Eugene"
"9050","EUG-Inf-10-12-20-A","N2",1.13842105865479,"FAM/HEX",1.88030111789703,0.623455584049225,13441,13,13428,"EUG-Inf",10/12/20,"Eugene"
"9051","EUG-Inf-10-12-20-A","RP",1.13842105865479,"HEX",1.88030111789703,0.623455584049225,13441,13,13428,"EUG-Inf",10/12/20,"Eugene"
"9052","EUG-Inf-10-12-20-A","N1",0.62029105424881,"FAM",1.20827436447144,0.263495117425919,13280,7,13273,"EUG-Inf",10/12/20,"Eugene"
"9053","EUG-Inf-10-12-20-A","N2",1.24090933799744,"FAM/HEX",2.01501297950745,0.696343541145325,13280,14,13266,"EUG-Inf",10/12/20,"Eugene"
"9054","EUG-Inf-10-12-20-A","RP",1.95058858394623,"HEX",2.88810992240906,1.24223971366882,13280,22,13258,"EUG-Inf",10/12/20,"Eugene"
"10117","EUG-Inf-10-19-20-A","N1",1.16194641590118,"FAM",2.0474226474762,0.578389644622803,10130,10,10120,"EUG-Inf",10/19/20,"Eugene"
"10118","EUG-Inf-10-19-20-A","N2",1.74335014820099,"FAM/HEX",2.78827333450317,0.999553442001343,10130,15,10115,"EUG-Inf",10/19/20,"Eugene"
"10119","EUG-Inf-10-19-20-A","RP",1.39447343349457,"HEX",2.34750080108643,0.742932379245758,10130,12,10118,"EUG-Inf",10/19/20,"Eugene"
"10120","EUG-Inf-10-19-20-A","N1",1.09666347503662,"FAM",1.88599622249603,0.566149473190308,11806,11,11795,"EUG-Inf",10/19/20,"Eugene"
"10121","EUG-Inf-10-19-20-A","N2",1.09666347503662,"FAM/HEX",1.88599622249603,0.566149473190308,11806,11,11795,"EUG-Inf",10/19/20,"Eugene"
"10122","EUG-Inf-10-19-20-A","RP",1.59548497200012,"HEX",2.51646614074707,0.932697176933289,11806,16,11790,"EUG-Inf",10/19/20,"Eugene"
"10755","EUG-Inf-10-26-20-A","RP",1.23857641220093,"HEX",2.01122379302979,0.695034682750702,13305,14,13291,"EUG-Inf",10/26/20,"Eugene"
"10758","EUG-Inf-10-26-20-A","RP",1.52887678146362,"HEX",2.38087320327759,0.909622192382812,13090,17,13073,"EUG-Inf",10/26/20,"Eugene"
"11932","EUG-Inf-11-2-20-A","N1",0.66743791103363,"FAM",1.36464738845825,0.261368066072464,10579,6,10573,"EUG-Inf",11/02/20,"Eugene"
"11933","EUG-Inf-11-2-20-A","N2",0.444916546344757,"FAM/HEX",1.04927146434784,0.134235844016075,10579,4,10575,"EUG-Inf",11/02/20,"Eugene"
"11934","EUG-Inf-11-2-20-A","RP",1.44659447669983,"HEX",2.38950729370117,0.792179524898529,10579,13,10566,"EUG-Inf",11/02/20,"Eugene"
"11935","EUG-Inf-11-2-20-A","N1",0.616006970405579,"FAM",1.25946259498596,0.241230949759483,11462,6,11456,"EUG-Inf",11/02/20,"Eugene"
"11936","EUG-Inf-11-2-20-A","N2",0.616006970405579,"FAM/HEX",1.25946259498596,0.241230949759483,11462,6,11456,"EUG-Inf",11/02/20,"Eugene"
"11937","EUG-Inf-11-2-20-A","RP",1.54062259197235,"HEX",2.46390843391418,0.883351624011993,11462,15,11447,"EUG-Inf",11/02/20,"Eugene"
"12313","EUG-Inf-11-4-20-A","N1",0.636377215385437,"FAM",1.38328671455383,0.223711013793945,9246,5,9241,"EUG-Inf",11/04/20,"Eugene"
"12314","EUG-Inf-11-4-20-A","N2",1.14572703838348,"FAM/HEX",2.07636904716492,0.546245276927948,9246,9,9237,"EUG-Inf",11/04/20,"Eugene"
"12315","EUG-Inf-11-4-20-A","RP",1.78272449970245,"HEX",2.89523911476135,1.00028514862061,9246,14,9232,"EUG-Inf",11/04/20,"Eugene"
"12316","EUG-Inf-11-4-20-A","N1",0.25805452466011,"FAM",0.826748490333557,0.0390916243195534,9119,2,9117,"EUG-Inf",11/04/20,"Eugene"
"12317","EUG-Inf-11-4-20-A","N2",0.774333417415619,"FAM/HEX",1.58328175544739,0.303219854831696,9119,6,9113,"EUG-Inf",11/04/20,"Eugene"
"12318","EUG-Inf-11-4-20-A","RP",1.54917693138123,"HEX",2.60805058479309,0.825328290462494,9119,12,9107,"EUG-Inf",11/04/20,"Eugene"
"12457","EUG-Inf-11-5-20-A","N1",0.811289131641388,"FAM",1.51949465274811,0.367241859436035,11605,8,11597,"EUG-Inf",11/05/20,"Eugene"
"12458","EUG-Inf-11-5-20-A","N2",1.31862902641296,"FAM/HEX",2.17805457115173,0.722121357917786,11605,13,11592,"EUG-Inf",11/05/20,"Eugene"
"12459","EUG-Inf-11-5-20-A","RP",1.72465860843658,"HEX",2.68588304519653,1.02607011795044,11605,17,11588,"EUG-Inf",11/05/20,"Eugene"
"12460","EUG-Inf-11-5-20-A","N1",0.697512209415436,"FAM",1.42615640163422,0.273142993450165,10123,6,10117,"EUG-Inf",11/05/20,"Eugene"
"12461","EUG-Inf-11-5-20-A","N2",0.813804447650909,"FAM/HEX",1.58534574508667,0.345681875944138,10123,7,10116,"EUG-Inf",11/05/20,"Eugene"
"12462","EUG-Inf-11-5-20-A","RP",1.27908837795258,"HEX",2.19984602928162,0.660301148891449,10123,11,10112,"EUG-Inf",11/05/20,"Eugene"
"13180","EUG-Inf-11-8-20-A","N1",0.350635766983032,"FAM",0.826878726482391,0.105793327093124,13423,4,13419,"EUG-Inf",11/08/20,"Eugene"
"13181","EUG-Inf-11-8-20-A","N2",0.262967020273209,"FAM/HEX",0.697078824043274,0.0624055191874504,13423,3,13420,"EUG-Inf",11/08/20,"Eugene"
"13182","EUG-Inf-11-8-20-A","RP",1.0522209405899,"HEX",1.77116584777832,0.560628950595856,13423,12,13411,"EUG-Inf",11/08/20,"Eugene"
"13183","EUG-Inf-11-8-20-A","N1",0.357182711362839,"FAM",0.842321217060089,0.107768461108208,13177,4,13173,"EUG-Inf",11/08/20,"Eugene"
"13184","EUG-Inf-11-8-20-A","N2",0.625140964984894,"FAM/HEX",1.21772396564484,0.265554994344711,13177,7,13170,"EUG-Inf",11/08/20,"Eugene"
"13185","EUG-Inf-11-8-20-A","RP",1.42938196659088,"HEX",2.25438952445984,0.835620284080505,13177,16,13161,"EUG-Inf",11/08/20,"Eugene"
"13186","EUG-Inf-11-9-20-A","N1",0.640554904937744,"FAM",1.24775683879852,0.272101730108261,12860,7,12853,"EUG-Inf",11/09/20,"Eugene"
"13187","EUG-Inf-11-9-20-A","N2",1.64784646034241,"FAM/HEX",2.53626036643982,0.996213495731354,12860,18,12842,"EUG-Inf",11/09/20,"Eugene"
"13188","EUG-Inf-11-9-20-A","RP",2.47263598442078,"HEX",3.53132128715515,1.65059471130371,12860,27,12833,"EUG-Inf",11/09/20,"Eugene"
"13189","EUG-Inf-11-9-20-A","N1",0.941854655742645,"FAM",1.65948879718781,0.468855172395706,12496,10,12486,"EUG-Inf",11/09/20,"Eugene"
"13190","EUG-Inf-11-9-20-A","N2",1.13031601905823,"FAM/HEX",1.90266382694244,0.602229118347168,12496,12,12484,"EUG-Inf",11/09/20,"Eugene"
"13191","EUG-Inf-11-9-20-A","RP",1.22455811500549,"HEX",2.02261972427368,0.670617401599884,12496,13,12483,"EUG-Inf",11/09/20,"Eugene"
"13636","EUG-Inf-11-16-20-A","N1",1.07276952266693,"FAM",1.80576539039612,0.571575045585632,13166,12,13154,"EUG-Inf",11/16/20,"Eugene"
"13637","EUG-Inf-11-16-20-A","N2",0.893906772136688,"FAM/HEX",1.57498300075531,0.444991260766983,13166,10,13156,"EUG-Inf",11/16/20,"Eugene"
"13638","EUG-Inf-11-16-20-A","RP",5.28389453887939,"HEX",6.75569486618042,4.04407930374146,13166,59,13107,"EUG-Inf",11/16/20,"Eugene"
"13639","EUG-Inf-11-16-20-A","N1",0.725153267383575,"FAM",1.35812413692474,0.32825779914856,12983,8,12975,"EUG-Inf",11/16/20,"Eugene"
"13640","EUG-Inf-11-16-20-A","N2",1.36002933979034,"FAM/HEX",2.17498660087585,0.779829859733582,12983,15,12968,"EUG-Inf",11/16/20,"Eugene"
"13641","EUG-Inf-11-16-20-A","RP",6.17809772491455,"HEX",7.77249050140381,4.81931447982788,12983,68,12915,"EUG-Inf",11/16/20,"Eugene"
"13969","EUG-Inf-11-23-20-A","N1",0.724948525428772,"FAM",1.48227167129517,0.283884942531586,9740,6,9734,"EUG-Inf",11/23/20,"Eugene"
"13970","EUG-Inf-11-23-20-A","N2",1.20849585533142,"FAM/HEX",2.12947773933411,0.601554930210114,9740,10,9730,"EUG-Inf",11/23/20,"Eugene"
"13971","EUG-Inf-11-23-20-A","RP",1.69224202632904,"HEX",2.74822497367859,0.949531495571136,9740,14,9726,"EUG-Inf",11/23/20,"Eugene"
"14575","EUG-Inf-11-30-20-A","N1",0.299724996089935,"FAM",0.794538259506226,0.071127824485302,11777,3,11774,"EUG-Inf",11/30/20,"Eugene"
"14576","EUG-Inf-11-30-20-A","N2",0.299724996089935,"FAM/HEX",0.794538259506226,0.071127824485302,11777,3,11774,"EUG-Inf",11/30/20,"Eugene"
"14577","EUG-Inf-11-30-20-A","RP",3.50155210494995,"HEX",4.79927062988281,2.46260476112366,11777,35,11742,"EUG-Inf",11/30/20,"Eugene"
"14578","EUG-Inf-11-30-20-A","N1",0.461225360631943,"FAM",1.08774363994598,0.139155715703964,10205,4,10201,"EUG-Inf",11/30/20,"Eugene"
"14579","EUG-Inf-11-30-20-A","N2",0.23059007525444,"FAM/HEX",0.738739550113678,0.0349314920604229,10205,2,10203,"EUG-Inf",11/30/20,"Eugene"
"14580","EUG-Inf-11-30-20-A","RP",2.07693958282471,"HEX",3.19700789451599,1.25553321838379,10205,18,10187,"EUG-Inf",11/30/20,"Eugene"
"15166","EUG-Inf-12-7-20-A","N1",1.13613784313202,"FAM",1.84483170509338,0.637562811374664,14504,14,14490,"EUG-Inf",12/07/20,"Eugene"
"15167","EUG-Inf-12-7-20-A","N2",1.37973868846893,"FAM/HEX",2.14854907989502,0.820911884307861,14504,17,14487,"EUG-Inf",12/07/20,"Eugene"
